"","logFC","logCPM","PValue","FDR"
"ENSG00000188215",-1.73040620552959,3.45762754134822,5.20482193384231e-40,8.41637863057885e-38
"ENSG00000004799",-3.59372976008735,4.76208668700946,6.06594801015629e-40,9.75215098303334e-38
"ENSG00000077522",-4.55513881382934,0.405642243272975,7.50899086140007e-40,1.2002733495869e-37
"ENSG00000170345",-3.10389676931331,8.43796664960593,1.02849106006926e-39,1.6345955344975e-37
"ENSG00000159200",-2.6639503977965,5.33436487275573,1.45228955535408e-39,2.29503007971949e-37
"ENSG00000174944",-3.13240578401525,0.339548115010281,1.81442706677493e-39,2.85111073492718e-37
"ENSG00000179796",-5.18108566328562,-2.13476537190578,2.31875260585149e-39,3.62311608014311e-37
"ENSG00000131711",-3.33392034355411,5.11509547437416,4.70243596283241e-39,7.30663974493061e-37
"ENSG00000125740",-3.78757464435732,7.03533613942414,5.26669359448375e-39,8.13791938574314e-37
"ENSG00000237125",-4.33496288187022,0.760653428576121,7.10309085031592e-39,1.09148213160131e-36
"ENSG00000258274",-4.57698048423325,-1.19822020346594,7.45410252957123e-39,1.13912611898332e-36
"ENSG00000141404",-2.94132144520647,2.47939020030529,8.38959402191174e-39,1.27508075700236e-36
"ENSG00000116604",-1.34880903828536,5.26973462418755,9.99186475575023e-39,1.51034638288957e-36
"ENSG00000137094",-2.88231254276751,3.36553050975801,1.24116289150752e-38,1.86597100008102e-36
"ENSG00000280143",-3.70533929153453,2.97749442964984,1.47380724304448e-38,2.20381725004281e-36
"ENSG00000100628",-3.50165108544877,2.48887782371816,2.2107247889754e-38,3.28806890672581e-36
"ENSG00000244953",-3.32683250425517,-2.01295481906386,3.70947618567607e-38,5.48785431660684e-36
"ENSG00000187942",-2.38524011061147,0.0125808400478814,3.76428828601333e-38,5.53947884121104e-36
"ENSG00000119138",-2.71529635917116,4.53542499089789,4.17304193318377e-38,6.10867448882317e-36
"ENSG00000281852",-3.90330214072807,-3.43637346974281,4.4656077293222e-38,6.50271977882923e-36
"ENSG00000073712",-2.85504733769348,4.78403010577875,6.80852431072304e-38,9.86278576323645e-36
"ENSG00000053328",-3.70511051169351,-1.58991388087524,7.86213285033056e-38,1.13300259568002e-35
"ENSG00000268926",-4.32910232774731,-4.16452344914654,7.97870809245658e-38,1.14387529987369e-35
"ENSG00000090006",-2.51319135812502,5.99824924272233,8.84805233782116e-38,1.26200451113754e-35
"ENSG00000185681",-4.89860277375204,-2.4847409033487,8.89711941345819e-38,1.26252848084955e-35
"ENSG00000111452",-4.13983384789779,2.29663253635747,9.01902897221907e-38,1.27333123250928e-35
"ENSG00000103710",-3.0959205460961,3.02918890079852,1.04124475586038e-37,1.46263335326993e-35
"ENSG00000163017",-4.33718203295068,8.16873018419015,1.05262207287123e-37,1.47118480968681e-35
"ENSG00000072952",-3.09622797602698,4.33984763243299,1.26040814451364e-37,1.7527865861679e-35
"ENSG00000162398",-3.84003442197367,-1.60136425121679,1.50106089715951e-37,2.07706501157699e-35
"ENSG00000136842",-3.57992562618592,1.7264534082957,1.86292039829986e-37,2.56502005138189e-35
"ENSG00000166333",-2.09291102189338,2.80275934808623,1.92709066633175e-37,2.63252617641708e-35
"ENSG00000162616",-2.20070969610092,3.67873694755583,1.93112060487632e-37,2.63252617641708e-35
"ENSG00000167641",-3.16155249413884,3.0932405394025,1.94034396205192e-37,2.63252617641708e-35
"ENSG00000138135",-3.2931697390341,1.6989802495766,2.24963237950802e-37,3.03733132870177e-35
"ENSG00000137727",-3.27280843062612,0.437020596587845,2.29982900998571e-37,3.09010358718515e-35
"ENSG00000197381",-2.65353928359285,4.41027474124233,2.65089116610649e-37,3.54467480783269e-35
"ENSG00000166091",-3.80963001477454,-2.93286465544882,3.44359137908426e-37,4.58261277638615e-35
"ENSG00000113448",-2.340437105903,4.04543693589264,3.95704588473012e-37,5.24082462819042e-35
"ENSG00000103241",-3.09387032922111,3.51584811002106,3.99827207107589e-37,5.27032896269355e-35
"ENSG00000268388",-3.74353496112986,3.18346003250163,5.24468235262113e-37,6.88067689969111e-35
"ENSG00000163827",-3.84077518084925,-0.628642121531672,5.5178145152402e-37,7.20502230574533e-35
"ENSG00000253636",-2.84388120407425,-0.0585145057835092,5.76985365731038e-37,7.49892241919502e-35
"ENSG00000267060",-2.62998508411507,-0.590208055533582,6.73768093773101e-37,8.7021651100755e-35
"ENSG00000152484",-1.55271356265911,4.3309969137995,6.75823414869417e-37,8.7021651100755e-35
"ENSG00000182534",-2.29014775403555,5.38778027248305,7.19302063860843e-37,9.21933101482102e-35
"ENSG00000184347",-3.15786690392548,4.93213113577839,7.77235363598517e-37,9.90299305808749e-35
"ENSG00000080854",-3.56153445557541,-0.415301280925002,7.79763232920275e-37,9.90299305808749e-35
"ENSG00000119147",-4.65201388372612,0.879162717757951,8.88176170691033e-37,1.12285653797408e-34
"ENSG00000082175",-3.35209030850927,0.196195772173177,1.02500895576177e-36,1.28998072790055e-34
"ENSG00000187079",-2.00257275751141,5.44925127031375,1.32033015526487e-36,1.65415957695414e-34
"ENSG00000118729",-4.81747431427224,3.08281931170703,1.42328609280562e-36,1.7751504977221e-34
"ENSG00000188783",-3.72548254014358,4.53511498318565,1.63229676791743e-36,2.02674419670034e-34
"ENSG00000166086",-2.78481165413699,3.97561911408435,1.80910640153351e-36,2.23629672648229e-34
"ENSG00000164532",-4.48488591472444,-0.664092390251736,1.8252346046776e-36,2.24625000265036e-34
"ENSG00000258441",-2.17096740835267,2.02687033035566,1.94535933966055e-36,2.38353653365546e-34
"ENSG00000061455",-3.31321972571335,2.09785685030659,1.97373256391075e-36,2.40769402631797e-34
"ENSG00000108018",-4.3954589293952,-0.633977142484087,2.80450894599564e-36,3.40619245916929e-34
"ENSG00000166963",-3.18167069789025,3.74800758863343,2.85612501299583e-36,3.4538002168023e-34
"ENSG00000133874",-2.12622445666173,2.92121745937287,3.13412238503862e-36,3.77356475736273e-34
"ENSG00000155858",-1.75998876113268,2.76662471646322,3.1697770642411e-36,3.80004351240249e-34
"ENSG00000018625",-4.74218360743599,2.90310863394383,4.91915392584744e-36,5.87194970556201e-34
"ENSG00000280237",-3.79846869826287,0.945929371921763,5.09789620807193e-36,6.05930714679934e-34
"ENSG00000153234",-2.88401364363298,3.98421314253731,5.86204566061863e-36,6.93791812590579e-34
"ENSG00000123560",-4.36506859400834,0.227446783337569,6.17378397637548e-36,7.27590905656489e-34
"ENSG00000280429",-4.37852360688478,-3.40555309040397,6.34947027808874e-36,7.45138467698237e-34
"ENSG00000107796",-3.35981554684298,8.20915472701009,6.71941935543205e-36,7.85240380389208e-34
"ENSG00000143878",-2.19966198078289,7.49222771484121,1.04495536683075e-35,1.21603948191062e-33
"ENSG00000159251",-5.31712110654475,5.87966108335661,1.0751504026174e-35,1.24596492283324e-33
"ENSG00000144218",-3.85727187895081,1.50568354084384,1.10771905989451e-35,1.27838133663262e-33
"ENSG00000185739",-3.1461001233511,-0.886017061603422,1.14305732380149e-35,1.31371294821863e-33
"ENSG00000165424",-2.73124425470026,4.17190505031528,1.2694668311165e-35,1.45299098657791e-33
"ENSG00000154175",-3.38044669334555,3.42511215939047,1.37121821192182e-35,1.56302016918777e-33
"ENSG00000162772",-3.16146194014328,6.24713830744566,1.44995579636335e-35,1.64602532915322e-33
"ENSG00000234814",-2.92957642194148,-0.956925395103563,1.963744352127e-35,2.22022852299628e-33
"ENSG00000048540",-3.81497646906982,2.91393813013053,2.94864225243428e-35,3.32026667882408e-33
"ENSG00000274317",-3.60591068143419,-2.92395610427083,2.99660737444379e-35,3.3606710042502e-33
"ENSG00000151067",-3.03817106699859,3.18753983959709,3.11342963473412e-35,3.47766339079759e-33
"ENSG00000140538",-3.94070234965842,0.115658968256877,3.19984399301053e-35,3.55989043910407e-33
"ENSG00000261054",-3.44838861435589,-3.6575606793986,3.64433496013833e-35,4.03824255961463e-33
"ENSG00000099860",-2.72294609651951,5.42081245004425,4.63505772724071e-35,5.11566907014865e-33
"ENSG00000180354",-2.07617979117327,4.36412839935268,6.27034393849561e-35,6.88269555802232e-33
"ENSG00000131018",-2.48945108423247,4.38931327894294,6.28556671965508e-35,6.88269555802232e-33
"ENSG00000078804",-2.30975899800553,4.95655263347943,6.81439303882909e-35,7.43249857211582e-33
"ENSG00000181778",-5.07998062184894,-1.27831362341508,6.94939996021007e-35,7.55014301145792e-33
"ENSG00000150347",-2.02550594182388,5.55410414473671,8.99049702890389e-35,9.72967680408187e-33
"ENSG00000068615",-3.89080313325254,1.8851581439877,1.3238035569675e-34,1.42709102054019e-32
"ENSG00000187479",-3.14741954938329,4.89714358177165,1.33007932440541e-34,1.42832031852076e-32
"ENSG00000189129",-3.01693896402865,1.79258986352763,1.44794636899884e-34,1.54891278311403e-32
"ENSG00000154721",-2.70145060727922,2.3641380233158,2.4583308776113e-34,2.61967650187752e-32
"ENSG00000111077",-2.10322088200923,4.82202888084022,5.39690625652787e-34,5.72916617224465e-32
"ENSG00000053254",-1.68453767987138,5.19478763935704,5.91269685776868e-34,6.25284554011864e-32
"ENSG00000142871",-2.98740421363575,7.19450606385992,6.12788413343156e-34,6.45586520466409e-32
"ENSG00000035403",-1.88055655751225,7.09224277420719,7.34061103882912e-34,7.70431754048884e-32
"ENSG00000125414",-5.16491702856288,-2.45660335252906,8.50046411018055e-34,8.88809805625758e-32
"ENSG00000198467",-3.14634408377689,7.80637516974319,1.02310855160534e-33,1.06575723392507e-31
"ENSG00000149596",-3.54985116221435,3.55332881641205,1.06809462249057e-33,1.10846700504964e-31
"ENSG00000134531",-2.88571028392638,7.03523447468192,1.08702804259645e-33,1.12392234010168e-31
"ENSG00000164949",-3.20435662652261,3.91156958265999,1.10242409732416e-33,1.13561931181025e-31
"ENSG00000112208",-2.66330069990575,3.63037147474269,1.42428718717903e-33,1.46176013051699e-31
"ENSG00000206052",-3.52363003966287,1.33907834535354,1.52728667598092e-33,1.56170677643593e-31
"ENSG00000165072",-3.59886026355724,2.19004863981187,1.76012064846058e-33,1.79319544306352e-31
"ENSG00000108691",-3.27605551509142,4.51217288252624,1.90988296970157e-33,1.93867062176313e-31
"ENSG00000240583",-2.45217522370368,5.93788303415531,1.94145366513408e-33,1.96355093775906e-31
"ENSG00000018408",-2.11664091325376,5.34410062383635,2.06462935276732e-33,2.08056290538107e-31
"ENSG00000168356",-4.36185189566957,0.95939912205653,3.48744590136285e-33,3.50167266623122e-31
"ENSG00000163531",-2.84385795746304,3.12861757850831,3.50474473642114e-33,3.50638364583026e-31
"ENSG00000174403",-4.29328339473885,-0.672894009746004,4.56726333634067e-33,4.55302133238864e-31
"ENSG00000196843",-2.09941558836158,4.39823443294044,4.67803278671157e-33,4.64679021060032e-31
"ENSG00000115252",-2.98450744537088,1.50128259951801,4.80103133021609e-33,4.75199588566904e-31
"ENSG00000087258",-3.48513485523537,2.00862527277067,6.61312847227317e-33,6.52237383685581e-31
"ENSG00000174611",-3.33809120285601,-2.14787587439648,6.90723418835651e-33,6.78837118306571e-31
"ENSG00000137726",-3.43968141852149,3.84796789331398,8.10367768926566e-33,7.91433223512009e-31
"ENSG00000223382",-3.75552786611784,-3.17230063629741,8.10982161941979e-33,7.91433223512009e-31
"ENSG00000113070",-2.81920963633948,4.92262358505228,1.21512530140862e-32,1.18168811217056e-30
"ENSG00000214575",-3.45851996860894,-0.14963789046714,1.31626329564618e-32,1.27558296312917e-30
"ENSG00000153823",-3.10516609943379,1.71001763262204,1.38570474399501e-32,1.33821548766434e-30
"ENSG00000163710",-3.77733197227131,2.32958542170347,1.44316537789459e-32,1.38888438253917e-30
"ENSG00000008710",-1.56480964479071,5.22068643655708,1.63590756246943e-32,1.56894817361939e-30
"ENSG00000106809",-4.56415546641603,2.3526567438899,2.27954738110502e-32,2.17873028559017e-30
"ENSG00000159433",-2.36522536103375,2.22155307688149,2.31454694041718e-32,2.20460596074736e-30
"ENSG00000258137",-4.28055657543756,-1.60109680437838,2.68926515698595e-32,2.55278265567407e-30
"ENSG00000178878",-2.45319760154597,4.43232214023695,2.70703071663257e-32,2.56090630345924e-30
"ENSG00000070808",-3.71942254949797,-0.512344249675369,2.74919614626671e-32,2.59197940393613e-30
"ENSG00000243244",-2.58642665040922,3.01281798667098,3.48949700156455e-32,3.27883040893631e-30
"ENSG00000185345",-2.74078806435427,0.174297069862026,3.95857724473643e-32,3.7070676399951e-30
"ENSG00000279526",-3.21102974377348,-3.29551576536598,4.17559922750943e-32,3.89717923874899e-30
"ENSG00000138735",-2.57598722979769,3.5998745243939,4.66943886459206e-32,4.34351515521401e-30
"ENSG00000198523",-4.10316275032945,3.29132666964369,4.98232635235926e-32,4.60852494942936e-30
"ENSG00000185532",-2.95863629953377,2.36210884869566,4.98747351877984e-32,4.60852494942936e-30
"ENSG00000207808",-4.0241620155188,-3.42294631189963,5.19413312359851e-32,4.78159615662601e-30
"ENSG00000131831",-2.7797509437301,2.2645159215652,5.20915987292878e-32,4.78159615662601e-30
"ENSG00000176533",-2.8122310403195,1.67938611824897,5.65136179116984e-32,5.17043833874364e-30
"ENSG00000116176",-3.24637041048643,-2.29701957658759,6.81094470258947e-32,6.21091163977446e-30
"ENSG00000261701",-4.6975509733202,-3.16803035885769,7.96210677545265e-32,7.23693057992368e-30
"ENSG00000164764",-3.37118617517807,3.18211002667498,8.01603377764369e-32,7.26221327223465e-30
"ENSG00000161281",-2.70492581599148,2.27933738374562,8.24951225915817e-32,7.4494702748041e-30
"ENSG00000242052",-3.19387165643355,-3.7694679229952,1.23742165355918e-31,1.11379962622788e-29
"ENSG00000183580",-2.62407795643286,2.41223069893479,1.29832932035503e-31,1.16485268990434e-29
"ENSG00000197380",-3.22173699971152,2.6742604886763,1.96473866615533e-31,1.75708284635943e-29
"ENSG00000186642",-2.68046285844166,2.66104562834098,2.42676834058808e-31,2.16332396976847e-29
"ENSG00000105270",-2.95410902628167,3.87871193703243,3.05623846862388e-31,2.7157559274069e-29
"ENSG00000229019",-4.55695261375846,-4.01290336542479,3.55687505444887e-31,3.15055305380211e-29
"ENSG00000163297",-2.4897753981841,5.21150143393219,4.08080811934305e-31,3.60315924518375e-29
"ENSG00000087448",-1.56314503830786,4.51260643170806,4.28948874650992e-31,3.77542881350255e-29
"ENSG00000149591",-3.31098244282619,8.41990798315389,4.74530185791324e-31,4.15515335487167e-29
"ENSG00000125648",-2.21960666153497,4.747426644333,4.75079555189729e-31,4.15515335487167e-29
"ENSG00000187068",-2.86665059188666,2.3716901345915,5.62523136047009e-31,4.90453165607381e-29
"ENSG00000186594",-2.13067999660234,3.98020154402758,6.61159991166828e-31,5.74651338572593e-29
"ENSG00000220563",-2.63278706625579,-2.00724042383377,6.88754982258096e-31,5.96770788833159e-29
"ENSG00000164197",-2.62942217577188,0.720196833860742,8.27319075100328e-31,7.14603274402653e-29
"ENSG00000123119",-3.20168895391529,1.25866024839246,8.96751164250035e-31,7.72177713042918e-29
"ENSG00000233117",-3.49993836749883,0.965078909627845,9.8213321431045e-31,8.43088613877054e-29
"ENSG00000158859",-2.97674613584486,4.81875103657496,1.0604709343886e-30,9.07534710712315e-29
"ENSG00000197702",-1.72256789678175,5.51984407475772,1.17016754111142e-30,9.98339565059265e-29
"ENSG00000231943",-4.18695017713376,-3.95788735099991,1.1863321375754e-30,1.00903534380381e-28
"ENSG00000266964",-3.09143915841866,-1.12561027623276,1.22575079721363e-30,1.03938435740557e-28
"ENSG00000151623",-3.17453281188415,1.89201932073467,1.23855416621076e-30,1.0470488457392e-28
"ENSG00000173757",-1.13549085975729,5.43999741441928,1.54404968403546e-30,1.30135314733571e-28
"ENSG00000106617",-1.69643581064347,3.81195369156291,2.08411396253102e-30,1.75122240603852e-28
"ENSG00000106018",-3.50148197156859,-1.11116170146099,2.40751792128889e-30,2.01687638387976e-28
"ENSG00000266176",-3.6351736590558,-3.68264745360862,2.80963502258872e-30,2.34667804454234e-28
"ENSG00000130037",-3.34393518632095,-1.23671709616769,4.18851519226708e-30,3.48787943241091e-28
"ENSG00000036448",-2.75073104530389,0.093792672792885,4.20727528463773e-30,3.49304320870535e-28
"ENSG00000269970",-3.78805241967621,-2.55736116623854,4.55382617852401e-30,3.76951093759787e-28
"ENSG00000248309",-3.23965496694787,-2.09053248077303,6.04983341572315e-30,4.99299753090528e-28
"ENSG00000147408",-2.12213696902665,3.14263385470326,6.29515295621873e-30,5.18009139560093e-28
"ENSG00000144191",-3.93150579764024,-2.67899043049879,6.83096177434328e-30,5.60441120441916e-28
"ENSG00000118523",-3.04286288723077,7.03966003610965,7.74713615011186e-30,6.33738522773709e-28
"ENSG00000109906",-3.722331340271,0.532035057248572,8.35712136958121e-30,6.81632306897837e-28
"ENSG00000249669",-3.54637563863426,1.39876391847182,9.48423371267095e-30,7.71301146931337e-28
"ENSG00000116741",-2.85890309749679,5.29033196814802,9.76329455659404e-30,7.91680791552624e-28
"ENSG00000107130",-2.14870419159253,5.25193064470279,9.97885790792387e-30,8.06808066840368e-28
"ENSG00000232320",-2.42855001536783,-2.19936732739456,1.51452942753431e-29,1.22097411501483e-27
"ENSG00000240771",-2.47737297225408,3.56626088486241,1.53705480766528e-29,1.23555217819637e-27
"ENSG00000165633",-2.51355514620384,3.00590746240196,1.91071806390155e-29,1.53149283894218e-27
"ENSG00000213144",-3.06365951366668,-0.337892733108573,2.26854570972564e-29,1.81307648921262e-27
"ENSG00000168734",-2.12414958961065,4.91924963979778,2.46368698676062e-29,1.96339616512244e-27
"ENSG00000169836",-4.48682943352553,-1.50043352298384,2.9561803058685e-29,2.34914979563202e-27
"ENSG00000135424",-2.9181546774712,4.2104740758455,3.23800323365399e-29,2.56577162215437e-27
"ENSG00000135063",-2.80465058139792,1.28568651250428,3.34881601528804e-29,2.64604033617063e-27
"ENSG00000196616",-4.5302223515425,3.53257945710458,3.36411048398276e-29,2.65059503940545e-27
"ENSG00000174282",-1.28734290348208,5.91054102945789,3.38660466649443e-29,2.66078066636185e-27
"ENSG00000182950",-2.92695719822912,-1.28914119925905,3.42448850529015e-29,2.68296616331366e-27
"ENSG00000151729",-1.71673679715397,4.29558121864094,3.83529619134082e-29,2.99637901600456e-27
"ENSG00000121440",-3.06526174038391,3.31039072351242,4.4330711537174e-29,3.45369770303479e-27
"ENSG00000141338",-3.42420323757683,1.86936228508738,5.10242834160052e-29,3.96407372807082e-27
"ENSG00000198626",-3.32310185404498,1.35415813146773,5.18421608133462e-29,4.01639559526908e-27
"ENSG00000115896",-2.49198085620794,0.922372615866381,5.36885791746728e-29,4.14789014606993e-27
"ENSG00000174059",-2.08322299494952,4.93407825257781,5.94981727652823e-29,4.58399634105484e-27
"ENSG00000172935",-3.05571805390936,3.50498497945671,7.64769704898816e-29,5.87583972440629e-27
"ENSG00000129473",-1.49260031653688,4.97056116344973,7.99987840699205e-29,6.12949361249779e-27
"ENSG00000109063",-3.09719602429005,2.24035222817357,8.45409461582339e-29,6.45971795466747e-27
"ENSG00000158887",-2.37418605926741,0.761079759329274,9.39764732767287e-29,7.14601828221246e-27
"ENSG00000275088",-3.16485644846089,-3.40714702625445,9.40366983529199e-29,7.14601828221246e-27
"ENSG00000103994",-1.53986120816532,5.06303884800097,1.06568029498796e-28,8.07623052983653e-27
"ENSG00000141448",-2.8706892813098,2.37291907836682,1.35249194185876e-28,1.02219723855755e-26
"ENSG00000163637",-2.34010578733349,3.28377243324483,1.41574702833047e-28,1.06710493493104e-26
"ENSG00000008441",-2.19168383827341,4.91660384454108,1.48368270764532e-28,1.11528830129025e-26
"ENSG00000267532",-2.37271133536123,-0.804368845884852,1.50551864335394e-28,1.12865202230736e-26
"ENSG00000181234",-4.41372791269607,-0.743494814020367,1.57701875897665e-28,1.1790758801994e-26
"ENSG00000138356",-3.59720071244608,1.72332932740199,1.63327994206234e-28,1.21786635465361e-26
"ENSG00000134318",-1.33163336055772,5.3908891329672,1.75416881204995e-28,1.30451061950656e-26
"ENSG00000279866",-2.97290952143677,-1.80319894654398,1.92484575235573e-28,1.42761959760719e-26
"ENSG00000108823",-3.64622534374683,1.85643862332838,1.99298925554117e-28,1.47422899373315e-26
"ENSG00000185022",-2.06850588012914,5.57456297025507,2.17258960229816e-28,1.60281789413047e-26
"ENSG00000197561",-3.67365960717406,-3.04478246096949,2.2787868751833e-28,1.67671691427178e-26
"ENSG00000138162",-1.95351238272928,5.32028895892096,2.35347650090052e-28,1.7271040084313e-26
"ENSG00000131730",-2.72889722691175,-0.393554131798811,2.6785078442509e-28,1.96045628084606e-26
"ENSG00000173641",-3.82386100687835,3.48826820749949,2.92125157406792e-28,2.13251364906958e-26
"ENSG00000263142",-1.98009232704167,0.908041192575077,3.22414233018115e-28,2.34746258191959e-26
"ENSG00000183023",-2.54511565929379,3.25057845108116,3.51596193327221e-28,2.55324932767885e-26
"ENSG00000108861",-1.43695891644307,5.62479748035613,4.65463350192569e-28,3.37133649971508e-26
"ENSG00000101333",-3.06684171141765,2.44669250330087,5.19674573172608e-28,3.75421010484409e-26
"ENSG00000205221",-4.638370934043,0.369354843436242,5.76592663590163e-28,4.15460408094125e-26
"ENSG00000118496",-1.47684078814119,3.6228941823757,6.2904496467349e-28,4.5208340058046e-26
"ENSG00000082293",-4.23835579973471,-0.464052911638449,6.81151896869947e-28,4.88270044011439e-26
"ENSG00000116117",-2.38225701472966,2.49103839310324,7.24680147641027e-28,5.1813699090848e-26
"ENSG00000137331",-2.46602616720733,6.0513317562099,8.5032838785464e-28,6.06414960292336e-26
"ENSG00000108381",-3.32265269196666,0.381323099010141,8.84409850172166e-28,6.29107190865433e-26
"ENSG00000168386",-2.6131858949844,4.8654544783076,9.35343597913333e-28,6.63640599203151e-26
"ENSG00000110422",-1.59350681524364,5.50951309454747,1.05002432230053e-27,7.4311263298078e-26
"ENSG00000066629",-2.45510346553439,3.3084104898225,1.15889538301926e-27,8.18080134211035e-26
"ENSG00000196569",-2.52478023488564,3.69927642403244,1.36810207152597e-27,9.63317035831694e-26
"ENSG00000122420",-3.50958126480762,1.15119308089189,1.45991085606662e-27,1.02536617777225e-25
"ENSG00000184205",-1.6553405894401,4.31300981666594,2.08175453000663e-27,1.45843422526636e-25
"ENSG00000154553",-3.19834964457557,5.16434665588501,2.08933983937016e-27,1.46007057669353e-25
"ENSG00000205002",-4.11739274753075,-0.174446865959417,2.16457715815939e-27,1.50885675438314e-25
"ENSG00000234336",-3.15250000980571,-3.33583662180957,2.17039964193642e-27,1.50913313102944e-25
"ENSG00000149451",-3.18648217674622,2.41405759671955,2.22856287545161e-27,1.54571120336498e-25
"ENSG00000072195",-3.17799855271845,3.7688260273985,2.28258995819939e-27,1.57924563451243e-25
"ENSG00000147724",-4.25399220788482,-2.50951255051114,2.38214453064771e-27,1.64403438786364e-25
"ENSG00000136826",-2.4365864027778,5.17578720564176,2.39139375293555e-27,1.6463325359009e-25
"ENSG00000137801",-2.76419331002258,8.18750196446788,2.49040011523342e-27,1.71025921987622e-25
"ENSG00000177606",-2.17513546337483,7.52332104838669,2.64754653630663e-27,1.81369979838168e-25
"ENSG00000103175",-2.61474802716217,3.33007120392144,2.84713754971067e-27,1.9456372646217e-25
"ENSG00000048342",-1.74297075015042,2.93179617653415,3.26715110568718e-27,2.22718808094307e-25
"ENSG00000259884",-2.9244646873062,-0.52612670316779,3.32918241869031e-27,2.26392544281256e-25
"ENSG00000273348",-3.90150776809073,-3.91342593518646,3.50567364533995e-27,2.37812929506927e-25
"ENSG00000152137",-3.17522072475187,5.79452330828966,3.77342813558427e-27,2.55353666021911e-25
"ENSG00000129244",-2.52846267504144,0.371282971948514,3.94666169315651e-27,2.65804748797664e-25
"ENSG00000157570",-2.62959646125613,3.47958123774189,3.94698023418672e-27,2.65804748797664e-25
"ENSG00000164330",-2.55499079539132,2.11488136188994,4.13398060131464e-27,2.77725609817305e-25
"ENSG00000245812",-2.6801535394497,-1.54935714197702,4.35572057691854e-27,2.9191724435141e-25
"ENSG00000166483",-1.74063351706377,5.42938673400424,4.44083457745625e-27,2.96906086785554e-25
"ENSG00000048740",-2.6511261668343,3.3848052489423,4.71152500084144e-27,3.1424854879713e-25
"ENSG00000203685",-3.90086994894494,1.4174446890776,4.95575889751056e-27,3.29747660804931e-25
"ENSG00000109686",-1.58719224967553,4.99323191036448,5.19066439411845e-27,3.4455357707307e-25
"ENSG00000185046",-3.32091361284316,-0.794987069074353,5.97881381334429e-27,3.9592559188225e-25
"ENSG00000131089",-1.47359491685276,3.7712540767824,6.14837367433656e-27,4.06186976257298e-25
"ENSG00000169946",-2.7719503166455,1.66802307283707,6.90029521749409e-27,4.54781779346358e-25
"ENSG00000277954",-2.98645536726467,-1.33300689032322,8.11019068994854e-27,5.33259417634844e-25
"ENSG00000165030",-2.01203029807003,4.60498052354866,8.84341586591256e-27,5.80098880845816e-25
"ENSG00000177363",-2.7630574328679,1.14134031529111,1.46142948345213e-26,9.56393840547157e-25
"ENSG00000134533",-2.71003099580504,1.90638470175478,1.82428186790887e-26,1.19105050685796e-24
"ENSG00000174306",-1.46049585818952,4.00720527846719,1.92921225762049e-26,1.25660844311941e-24
"ENSG00000173175",-3.3173758438468,3.15389784173634,1.96206763159173e-26,1.27502306162291e-24
"ENSG00000189367",-3.96108659889616,-3.63785707762626,2.32673049820676e-26,1.50846982159964e-24
"ENSG00000068781",-3.51268208228232,-2.81025882516451,2.36623116978236e-26,1.53051133779434e-24
"ENSG00000162733",-2.75776041437675,4.18301278767632,2.40633856365207e-26,1.55284209909176e-24
"ENSG00000020577",-2.32689504672882,3.51881410337954,2.70874806852809e-26,1.74394467661972e-24
"ENSG00000128596",-2.47734731030517,1.34737888482364,3.03319485032865e-26,1.94831982383813e-24
"ENSG00000162882",-2.31887808557956,1.92362154833908,3.4768460124785e-26,2.22814557937937e-24
"ENSG00000204241",-2.98232719638261,-2.32109644391803,3.70439857194945e-26,2.3685158041754e-24
"ENSG00000132554",-3.20212709712317,-1.90725473398865,3.76588631556045e-26,2.40230724987805e-24
"ENSG00000107758",-1.18079030275224,4.97482383172183,3.90842732848331e-26,2.4875306473022e-24
"ENSG00000187955",-2.8881917245572,5.07885658954946,3.98218073452962e-26,2.52868476642631e-24
"ENSG00000144668",-2.31747450667946,2.99022349455707,4.14895309186532e-26,2.62858388027449e-24
"ENSG00000207870",-3.29714447806746,-3.07921343849221,4.37285511659135e-26,2.76414134903989e-24
"ENSG00000224958",-5.15116956960113,0.985821252664304,4.53919285805037e-26,2.86277938686973e-24
"ENSG00000171819",-4.08917058829876,-1.37274726746558,4.67979834845422e-26,2.94477899243342e-24
"ENSG00000166482",-3.15003851090939,5.81601816303537,5.10254804837057e-26,3.20354783000747e-24
"ENSG00000114853",-1.49014866900915,3.80236187500543,5.45558837735177e-26,3.41748377340732e-24
"ENSG00000259976",-1.80594644935245,2.57141909893371,7.79220183187766e-26,4.87021369775311e-24
"ENSG00000163659",-1.99018938806133,5.05307340524971,8.06491277651185e-26,5.02935917159471e-24
"ENSG00000111860",-1.76951503855207,2.0848492786314,1.07550064186774e-25,6.69192379245354e-24
"ENSG00000170624",-3.26392757334582,2.29124367624955,1.12712315562236e-25,6.99747239449213e-24
"ENSG00000185274",-3.54528617871163,1.47526542978543,1.13952336396955e-25,7.05870007173388e-24
"ENSG00000144645",-2.02339911334456,4.19319123362157,1.14715089512866e-25,7.09015729915853e-24
"ENSG00000213949",-2.16196925385284,5.07807474718034,1.16497842839978e-25,7.18437805522909e-24
"ENSG00000150672",-2.55446819440522,0.264307786936206,1.26833764061451e-25,7.80448557486979e-24
"ENSG00000152601",-1.29805604507152,6.30188707397852,1.42761610950655e-25,8.76518473591738e-24
"ENSG00000089225",-3.00599576983091,0.615812091546215,1.56194513496741e-25,9.56880617595784e-24
