"","non-drivers"
"3067","ENSG00000250258"
"3068","ENSG00000250263"
"3069","ENSG00000250267"
"3070","ENSG00000250274"
"3071","ENSG00000250280"
"3072","ENSG00000250282"
"3073","ENSG00000250286"
"3074","ENSG00000250302"
"3075","ENSG00000250320"
"3076","ENSG00000250328"
"3077","ENSG00000250334"
"3078","ENSG00000250341"
"3079","ENSG00000250354"
"3080","ENSG00000250358"
"3081","ENSG00000250362"
"3082","ENSG00000250365"
"3083","ENSG00000250371"
"3084","ENSG00000250379"
"3085","ENSG00000250383"
"3086","ENSG00000250392"
"3087","ENSG00000250406"
"3088","ENSG00000250407"
"3089","ENSG00000250415"
"3090","ENSG00000250427"
"3091","ENSG00000250432"
"3092","ENSG00000250433"
"3093","ENSG00000250436"
"3094","ENSG00000250448"
"3095","ENSG00000250451"
"3096","ENSG00000250456"
"3097","ENSG00000250472"
"3098","ENSG00000250481"
"3099","ENSG00000250490"
"3100","ENSG00000250493"
"3101","ENSG00000250497"
"3102","ENSG00000250501"
"3103","ENSG00000250503"
"3104","ENSG00000250511"
"3105","ENSG00000250514"
"3106","ENSG00000250538"
"3107","ENSG00000250543"
"3108","ENSG00000250544"
"3109","ENSG00000250546"
"3110","ENSG00000250551"
"3111","ENSG00000250564"
"3112","ENSG00000250567"
"3113","ENSG00000250572"
"3114","ENSG00000250576"
"3115","ENSG00000250577"
"3116","ENSG00000250579"
"3117","ENSG00000250582"
"3118","ENSG00000250583"
"3119","ENSG00000250584"
"3120","ENSG00000250590"
"3121","ENSG00000250602"
"3122","ENSG00000250603"
"3123","ENSG00000250608"
"3124","ENSG00000250616"
"3125","ENSG00000250619"
"3126","ENSG00000250620"
"3127","ENSG00000250623"
"3128","ENSG00000250626"
"3129","ENSG00000250632"
"3130","ENSG00000250634"
"3131","ENSG00000250635"
"3132","ENSG00000250657"
"3133","ENSG00000250658"
"3134","ENSG00000250668"
"3135","ENSG00000250674"
"3136","ENSG00000250681"
"3137","ENSG00000250682"
"3138","ENSG00000250685"
"3139","ENSG00000250696"
"3140","ENSG00000250698"
"3141","ENSG00000250699"
"3142","ENSG00000250704"
"3143","ENSG00000250714"
"3144","ENSG00000250723"
"3145","ENSG00000250739"
"3146","ENSG00000250740"
"3147","ENSG00000250748"
"3148","ENSG00000250754"
"3149","ENSG00000250772"
"3150","ENSG00000250781"
"3151","ENSG00000250786"
"3152","ENSG00000250820"
"3153","ENSG00000250822"
"3154","ENSG00000250829"
"3155","ENSG00000250842"
"3156","ENSG00000250850"
"3157","ENSG00000250855"
"3158","ENSG00000250863"
"3159","ENSG00000250874"
"3160","ENSG00000250887"
"3161","ENSG00000250888"
"3162","ENSG00000250891"
"3163","ENSG00000250900"
"3164","ENSG00000250905"
"3165","ENSG00000250908"
"3166","ENSG00000250920"
"3167","ENSG00000250921"
"3168","ENSG00000250930"
"3169","ENSG00000250938"
"3170","ENSG00000250949"
"3171","ENSG00000250950"
"3172","ENSG00000250954"
"3173","ENSG00000250955"
"3174","ENSG00000250957"
"3175","ENSG00000250958"
"3176","ENSG00000250961"
"3177","ENSG00000250974"
"3178","ENSG00000250978"
"3179","ENSG00000250986"
"3180","ENSG00000250993"
"3181","ENSG00000250999"
"3182","ENSG00000251003"
"3183","ENSG00000251011"
"3184","ENSG00000251027"
"3185","ENSG00000251034"
"3186","ENSG00000251045"
"3187","ENSG00000251049"
"3188","ENSG00000251054"
"3189","ENSG00000251055"
"3190","ENSG00000251059"
"3191","ENSG00000251072"
"3192","ENSG00000251076"
"3193","ENSG00000251125"
"3194","ENSG00000251126"
"3195","ENSG00000251127"
"3196","ENSG00000251129"
"3197","ENSG00000251131"
"3198","ENSG00000251132"
"3199","ENSG00000251138"
"3200","ENSG00000251139"
"3201","ENSG00000251141"
"3202","ENSG00000251144"
"3203","ENSG00000251148"
"3204","ENSG00000251152"
"3205","ENSG00000251161"
"3206","ENSG00000251169"
"3207","ENSG00000251170"
"3208","ENSG00000251171"
"3209","ENSG00000251173"
"3210","ENSG00000251175"
"3211","ENSG00000251187"
"3212","ENSG00000251191"
"3213","ENSG00000251209"
"3214","ENSG00000251210"
"3215","ENSG00000251214"
"3216","ENSG00000251216"
"3217","ENSG00000251218"
"3218","ENSG00000251239"
"3219","ENSG00000251249"
"3220","ENSG00000251260"
"3221","ENSG00000251264"
"3222","ENSG00000251279"
"3223","ENSG00000251294"
"3224","ENSG00000251298"
"3225","ENSG00000251301"
"3226","ENSG00000251309"
"3227","ENSG00000251314"
"3228","ENSG00000251320"
"3229","ENSG00000251321"
"3230","ENSG00000251323"
"3231","ENSG00000251326"
"3232","ENSG00000251339"
"3233","ENSG00000251350"
"3234","ENSG00000251361"
"3235","ENSG00000251363"
"3236","ENSG00000251367"
"3237","ENSG00000251370"
"3238","ENSG00000251371"
"3239","ENSG00000251376"
"3240","ENSG00000251377"
"3241","ENSG00000251383"
"3242","ENSG00000251393"
"3243","ENSG00000251405"
"3244","ENSG00000251408"
"3245","ENSG00000251409"
"3246","ENSG00000251410"
"3247","ENSG00000251412"
"3248","ENSG00000251417"
"3249","ENSG00000251421"
"3250","ENSG00000251423"
"3251","ENSG00000251438"
"3252","ENSG00000251442"
"3253","ENSG00000251443"
"3254","ENSG00000251450"
"3255","ENSG00000251454"
"3256","ENSG00000251455"
"3257","ENSG00000251456"
"3258","ENSG00000251458"
"3259","ENSG00000251459"
"3260","ENSG00000251487"
"3261","ENSG00000251488"
"3262","ENSG00000251490"
"3263","ENSG00000251497"
"3264","ENSG00000251504"
"3265","ENSG00000251510"
"3266","ENSG00000251511"
"3267","ENSG00000251513"
"3268","ENSG00000251517"
"3269","ENSG00000251518"
"3270","ENSG00000251527"
"3271","ENSG00000251533"
"3272","ENSG00000251536"
"3273","ENSG00000251538"
"3274","ENSG00000251542"
"3275","ENSG00000251555"
"3276","ENSG00000251567"
"3277","ENSG00000251574"
"3278","ENSG00000251575"
"3279","ENSG00000251576"
"3280","ENSG00000251580"
"3281","ENSG00000251584"
"3282","ENSG00000251586"
"3283","ENSG00000251598"
"3284","ENSG00000251600"
"3285","ENSG00000251602"
"3286","ENSG00000251615"
"3287","ENSG00000251616"
"3288","ENSG00000251629"
"3289","ENSG00000251632"
"3290","ENSG00000251652"
"3291","ENSG00000251654"
"3292","ENSG00000251665"
"3293","ENSG00000251666"
"3294","ENSG00000251676"
"3295","ENSG00000251680"
"3296","ENSG00000251688"
"3297","ENSG00000252690"
"3298","ENSG00000253100"
"3299","ENSG00000253103"
"3300","ENSG00000253105"
"3301","ENSG00000253106"
"3302","ENSG00000253110"
"3303","ENSG00000253123"
"3304","ENSG00000253130"
"3305","ENSG00000253138"
"3306","ENSG00000253140"
"3307","ENSG00000253142"
"3308","ENSG00000253147"
"3309","ENSG00000253154"
"3310","ENSG00000253161"
"3311","ENSG00000253162"
"3312","ENSG00000253164"
"3313","ENSG00000253170"
"3314","ENSG00000253174"
"3315","ENSG00000253177"
"3316","ENSG00000253181"
"3317","ENSG00000253184"
"3318","ENSG00000253187"
"3319","ENSG00000253189"
"3320","ENSG00000253190"
"3321","ENSG00000253196"
"3322","ENSG00000253197"
"3323","ENSG00000253199"
"3324","ENSG00000253200"
"3325","ENSG00000253205"
"3326","ENSG00000253206"
"3327","ENSG00000253207"
"3328","ENSG00000253220"
"3329","ENSG00000253230"
"3330","ENSG00000253236"
"3331","ENSG00000253260"
"3332","ENSG00000253263"
"3333","ENSG00000253266"
"3334","ENSG00000253267"
"3335","ENSG00000253279"
"3336","ENSG00000253280"
"3337","ENSG00000253281"
"3338","ENSG00000253286"
"3339","ENSG00000253288"
"3340","ENSG00000253297"
"3341","ENSG00000253298"
"3342","ENSG00000253300"
"3343","ENSG00000253301"
"3344","ENSG00000253302"
"3345","ENSG00000253311"
"3346","ENSG00000253314"
"3347","ENSG00000253321"
"3348","ENSG00000253327"
"3349","ENSG00000253339"
"3350","ENSG00000253342"
"3351","ENSG00000253348"
"3352","ENSG00000253364"
"3353","ENSG00000253372"
"3354","ENSG00000253374"
"3355","ENSG00000253376"
"3356","ENSG00000253389"
"3357","ENSG00000253394"
"3358","ENSG00000253395"
"3359","ENSG00000253396"
"3360","ENSG00000253403"
"3361","ENSG00000253405"
"3362","ENSG00000253406"
"3363","ENSG00000253408"
"3364","ENSG00000253417"
"3365","ENSG00000253420"
"3366","ENSG00000253424"
"3367","ENSG00000253427"
"3368","ENSG00000253434"
"3369","ENSG00000253438"
"3370","ENSG00000253449"
"3371","ENSG00000253452"
"3372","ENSG00000253470"
"3373","ENSG00000253474"
"3374","ENSG00000253477"
"3375","ENSG00000253479"
"3376","ENSG00000253490"
"3377","ENSG00000253496"
"3378","ENSG00000253500"
"3379","ENSG00000253510"
"3380","ENSG00000253519"
"3381","ENSG00000253521"
"3382","ENSG00000253522"
"3383","ENSG00000253532"
"3384","ENSG00000253539"
"3385","ENSG00000253549"
"3386","ENSG00000253553"
"3387","ENSG00000253557"
"3388","ENSG00000253561"
"3389","ENSG00000253563"
"3390","ENSG00000253583"
"3391","ENSG00000253584"
"3392","ENSG00000253604"
"3393","ENSG00000253607"
"3394","ENSG00000253614"
"3395","ENSG00000253619"
"3396","ENSG00000253627"
"3397","ENSG00000253633"
"3398","ENSG00000253642"
"3399","ENSG00000253643"
"3400","ENSG00000253647"
"3401","ENSG00000253648"
"3402","ENSG00000253656"
"3403","ENSG00000253658"
"3404","ENSG00000253659"
"3405","ENSG00000253661"
"3406","ENSG00000253664"
"3407","ENSG00000253669"
"3408","ENSG00000253671"
"3409","ENSG00000253679"
"3410","ENSG00000253681"
"3411","ENSG00000253687"
"3412","ENSG00000253688"
"3413","ENSG00000253704"
"3414","ENSG00000253715"
"3415","ENSG00000253726"
"3416","ENSG00000253734"
"3417","ENSG00000253735"
"3418","ENSG00000253745"
"3419","ENSG00000253754"
"3420","ENSG00000253766"
"3421","ENSG00000253773"
"3422","ENSG00000253775"
"3423","ENSG00000253776"
"3424","ENSG00000253782"
"3425","ENSG00000253783"
"3426","ENSG00000253792"
"3427","ENSG00000253802"
"3428","ENSG00000253809"
"3429","ENSG00000253824"
"3430","ENSG00000253825"
"3431","ENSG00000253832"
"3432","ENSG00000253836"
"3433","ENSG00000253837"
"3434","ENSG00000253842"
"3435","ENSG00000253848"
"3436","ENSG00000253849"
"3437","ENSG00000253851"
"3438","ENSG00000253852"
"3439","ENSG00000253855"
"3440","ENSG00000253857"
"3441","ENSG00000253865"
"3442","ENSG00000253868"
"3443","ENSG00000253871"
"3444","ENSG00000253872"
"3445","ENSG00000253877"
"3446","ENSG00000253894"
"3447","ENSG00000253896"
"3448","ENSG00000253898"
"3449","ENSG00000253903"
"3450","ENSG00000253911"
"3451","ENSG00000253925"
"3452","ENSG00000253927"
"3453","ENSG00000253930"
"3454","ENSG00000253932"
"3455","ENSG00000253939"
"3456","ENSG00000253947"
"3457","ENSG00000253961"
"3458","ENSG00000253967"
"3459","ENSG00000253972"
"3460","ENSG00000253973"
"3461","ENSG00000253974"
"3462","ENSG00000253976"
"3463","ENSG00000253980"
"3464","ENSG00000253982"
"3465","ENSG00000253983"
"3466","ENSG00000254000"
"3467","ENSG00000254001"
"3468","ENSG00000254006"
"3469","ENSG00000254008"
"3470","ENSG00000254038"
"3471","ENSG00000254041"
"3472","ENSG00000254042"
"3473","ENSG00000254043"
"3474","ENSG00000254044"
"3475","ENSG00000254048"
"3476","ENSG00000254049"
"3477","ENSG00000254055"
"3478","ENSG00000254066"
"3479","ENSG00000254080"
"3480","ENSG00000254081"
"3481","ENSG00000254083"
"3482","ENSG00000254084"
"3483","ENSG00000254086"
"3484","ENSG00000254095"
"3485","ENSG00000254101"
"3486","ENSG00000254102"
"3487","ENSG00000254111"
"3488","ENSG00000254115"
"3489","ENSG00000254119"
"3490","ENSG00000254123"
"3491","ENSG00000254135"
"3492","ENSG00000254139"
"3493","ENSG00000254153"
"3494","ENSG00000254162"
"3495","ENSG00000254165"
"3496","ENSG00000254180"
"3497","ENSG00000254187"
"3498","ENSG00000254202"
"3499","ENSG00000254204"
"3500","ENSG00000254211"
"3501","ENSG00000254226"
"3502","ENSG00000254230"
"3503","ENSG00000254231"
"3504","ENSG00000254233"
"3505","ENSG00000254248"
"3506","ENSG00000254254"
"3507","ENSG00000254260"
"3508","ENSG00000254261"
"3509","ENSG00000254266"
"3510","ENSG00000254275"
"3511","ENSG00000254278"
"3512","ENSG00000254287"
"3513","ENSG00000254288"
"3514","ENSG00000254290"
"3515","ENSG00000254293"
"3516","ENSG00000254300"
"3517","ENSG00000254307"
"3518","ENSG00000254314"
"3519","ENSG00000254315"
"3520","ENSG00000254317"
"3521","ENSG00000254325"
"3522","ENSG00000254334"
"3523","ENSG00000254339"
"3524","ENSG00000254343"
"3525","ENSG00000254349"
"3526","ENSG00000254350"
"3527","ENSG00000254357"
"3528","ENSG00000254363"
"3529","ENSG00000254365"
"3530","ENSG00000254366"
"3531","ENSG00000254367"
"3532","ENSG00000254369"
"3533","ENSG00000254377"
"3534","ENSG00000254383"
"3535","ENSG00000254391"
"3536","ENSG00000254401"
"3537","ENSG00000254409"
"3538","ENSG00000254419"
"3539","ENSG00000254427"
"3540","ENSG00000254428"
"3541","ENSG00000254431"
"3542","ENSG00000254433"
"3543","ENSG00000254438"
"3544","ENSG00000254443"
"3545","ENSG00000254450"
"3546","ENSG00000254451"
"3547","ENSG00000254452"
"3548","ENSG00000254453"
"3549","ENSG00000254456"
"3550","ENSG00000254459"
"3551","ENSG00000254461"
"3552","ENSG00000254485"
"3553","ENSG00000254486"
"3554","ENSG00000254488"
"3555","ENSG00000254489"
"3556","ENSG00000254495"
"3557","ENSG00000254511"
"3558","ENSG00000254514"
"3559","ENSG00000254518"
"3560","ENSG00000254519"
"3561","ENSG00000254528"
"3562","ENSG00000254533"
"3563","ENSG00000254538"
"3564","ENSG00000254545"
"3565","ENSG00000254554"
"3566","ENSG00000254556"
"3567","ENSG00000254557"
"3568","ENSG00000254560"
"3569","ENSG00000254561"
"3570","ENSG00000254562"
"3571","ENSG00000254568"
"3572","ENSG00000254584"
"3573","ENSG00000254587"
"3574","ENSG00000254588"
"3575","ENSG00000254592"
"3576","ENSG00000254602"
"3577","ENSG00000254604"
"3578","ENSG00000254614"
"3579","ENSG00000254620"
"3580","ENSG00000254622"
"3581","ENSG00000254625"
"3582","ENSG00000254653"
"3583","ENSG00000254654"
"3584","ENSG00000254659"
"3585","ENSG00000254665"
"3586","ENSG00000254675"
"3587","ENSG00000254676"
"3588","ENSG00000254680"
"3589","ENSG00000254686"
"3590","ENSG00000254689"
"3591","ENSG00000254691"
"3592","ENSG00000254693"
"3593","ENSG00000254694"
"3594","ENSG00000254698"
"3595","ENSG00000254703"
"3596","ENSG00000254705"
"3597","ENSG00000254718"
"3598","ENSG00000254740"
"3599","ENSG00000254746"
"3600","ENSG00000254768"
"3601","ENSG00000254775"
"3602","ENSG00000254777"
"3603","ENSG00000254790"
"3604","ENSG00000254802"
"3605","ENSG00000254810"
"3606","ENSG00000254812"
"3607","ENSG00000254813"
"3608","ENSG00000254814"
"3609","ENSG00000254819"
"3610","ENSG00000254826"
"3611","ENSG00000254829"
"3612","ENSG00000254830"
"3613","ENSG00000254839"
"3614","ENSG00000254842"
"3615","ENSG00000254854"
"3616","ENSG00000254860"
"3617","ENSG00000254862"
"3618","ENSG00000254863"
"3619","ENSG00000254864"
"3620","ENSG00000254865"
"3621","ENSG00000254872"
"3622","ENSG00000254873"
"3623","ENSG00000254880"
"3624","ENSG00000254894"
"3625","ENSG00000254896"
"3626","ENSG00000254900"
"3627","ENSG00000254902"
"3628","ENSG00000254907"
"3629","ENSG00000254910"
"3630","ENSG00000254919"
"3631","ENSG00000254921"
"3632","ENSG00000254927"
"3633","ENSG00000254928"
"3634","ENSG00000254929"
"3635","ENSG00000254932"
"3636","ENSG00000254934"
"3637","ENSG00000254942"
"3638","ENSG00000254951"
"3639","ENSG00000254952"
"3640","ENSG00000254968"
"3641","ENSG00000254972"
"3642","ENSG00000254973"
"3643","ENSG00000254985"
"3644","ENSG00000254990"
"3645","ENSG00000254991"
"3646","ENSG00000255002"
"3647","ENSG00000255004"
"3648","ENSG00000255020"
"3649","ENSG00000255027"
"3650","ENSG00000255028"
"3651","ENSG00000255031"
"3652","ENSG00000255045"
"3653","ENSG00000255046"
"3654","ENSG00000255062"
"3655","ENSG00000255067"
"3656","ENSG00000255076"
"3657","ENSG00000255087"
"3658","ENSG00000255089"
"3659","ENSG00000255094"
"3660","ENSG00000255100"
"3661","ENSG00000255101"
"3662","ENSG00000255109"
"3663","ENSG00000255114"
"3664","ENSG00000255121"
"3665","ENSG00000255142"
"3666","ENSG00000255145"
"3667","ENSG00000255146"
"3668","ENSG00000255158"
"3669","ENSG00000255159"
"3670","ENSG00000255167"
"3671","ENSG00000255169"
"3672","ENSG00000255171"
"3673","ENSG00000255176"
"3674","ENSG00000255178"
"3675","ENSG00000255179"
"3676","ENSG00000255182"
"3677","ENSG00000255183"
"3678","ENSG00000255193"
"3679","ENSG00000255197"
"3680","ENSG00000255201"
"3681","ENSG00000255209"
"3682","ENSG00000255219"
"3683","ENSG00000255233"
"3684","ENSG00000255234"
"3685","ENSG00000255236"
"3686","ENSG00000255246"
"3687","ENSG00000255258"
"3688","ENSG00000255267"
"3689","ENSG00000255269"
"3690","ENSG00000255272"
"3691","ENSG00000255299"
"3692","ENSG00000255300"
"3693","ENSG00000255311"
"3694","ENSG00000255314"
"3695","ENSG00000255321"
"3696","ENSG00000255323"
"3697","ENSG00000255326"
"3698","ENSG00000255328"
"3699","ENSG00000255332"
"3700","ENSG00000255337"
"3701","ENSG00000255355"
"3702","ENSG00000255357"
"3703","ENSG00000255363"
"3704","ENSG00000255384"
"3705","ENSG00000255390"
"3706","ENSG00000255399"
"3707","ENSG00000255400"
"3708","ENSG00000255404"
"3709","ENSG00000255418"
"3710","ENSG00000255420"
"3711","ENSG00000255422"
"3712","ENSG00000255426"
"3713","ENSG00000255428"
"3714","ENSG00000255433"
"3715","ENSG00000255438"
"3716","ENSG00000255441"
"3717","ENSG00000255448"
"3718","ENSG00000255455"
"3719","ENSG00000255456"
"3720","ENSG00000255462"
"3721","ENSG00000255468"
"3722","ENSG00000255471"
"3723","ENSG00000255474"
"3724","ENSG00000255477"
"3725","ENSG00000255478"
"3726","ENSG00000255479"
"3727","ENSG00000255482"
"3728","ENSG00000255484"
"3729","ENSG00000255491"
"3730","ENSG00000255495"
"3731","ENSG00000255503"
"3732","ENSG00000255506"
"3733","ENSG00000255507"
"3734","ENSG00000255512"
"3735","ENSG00000255517"
"3736","ENSG00000255521"
"3737","ENSG00000255523"
"3738","ENSG00000255525"
"3739","ENSG00000255537"
"3740","ENSG00000255557"
"3741","ENSG00000255559"
"3742","ENSG00000255571"
"3743","ENSG00000255580"
"3744","ENSG00000255595"
"3745","ENSG00000255605"
"3746","ENSG00000255621"
"3747","ENSG00000255648"
"3748","ENSG00000255652"
"3749","ENSG00000255686"
"3750","ENSG00000255693"
"3751","ENSG00000255714"
"3752","ENSG00000255750"
"3753","ENSG00000255760"
"3754","ENSG00000255801"
"3755","ENSG00000255808"
"3756","ENSG00000255814"
"3757","ENSG00000255825"
"3758","ENSG00000255847"
"3759","ENSG00000255857"
"3760","ENSG00000255871"
"3761","ENSG00000255874"
"3762","ENSG00000255882"
"3763","ENSG00000255893"
"3764","ENSG00000255920"
"3765","ENSG00000255921"
"3766","ENSG00000255928"
"3767","ENSG00000255946"
"3768","ENSG00000255947"
"3769","ENSG00000255949"
"3770","ENSG00000255959"
"3771","ENSG00000255968"
"3772","ENSG00000255970"
"3773","ENSG00000255980"
"3774","ENSG00000255983"
"3775","ENSG00000255998"
"3776","ENSG00000256008"
"3777","ENSG00000256011"
"3778","ENSG00000256039"
"3779","ENSG00000256040"
"3780","ENSG00000256071"
"3781","ENSG00000256084"
"3782","ENSG00000256085"
"3783","ENSG00000256101"
"3784","ENSG00000256115"
"3785","ENSG00000256120"
"3786","ENSG00000256124"
"3787","ENSG00000256146"
"3788","ENSG00000256151"
"3789","ENSG00000256166"
"3790","ENSG00000256172"
"3791","ENSG00000256193"
"3792","ENSG00000256195"
"3793","ENSG00000256197"
"3794","ENSG00000256218"
"3795","ENSG00000256232"
"3796","ENSG00000256234"
"3797","ENSG00000256249"
"3798","ENSG00000256256"
"3799","ENSG00000256268"
"3800","ENSG00000256278"
"3801","ENSG00000256281"
"3802","ENSG00000256288"
"3803","ENSG00000256292"
"3804","ENSG00000256315"
"3805","ENSG00000256321"
"3806","ENSG00000256341"
"3807","ENSG00000256343"
"3808","ENSG00000256364"
"3809","ENSG00000256403"
"3810","ENSG00000256417"
"3811","ENSG00000256422"
"3812","ENSG00000256433"
"3813","ENSG00000256442"
"3814","ENSG00000256443"
"3815","ENSG00000256452"
"3816","ENSG00000256462"
"3817","ENSG00000256481"
"3818","ENSG00000256484"
"3819","ENSG00000256494"
"3820","ENSG00000256504"
"3821","ENSG00000256540"
"3822","ENSG00000256542"
"3823","ENSG00000256551"
"3824","ENSG00000256560"
"3825","ENSG00000256564"
"3826","ENSG00000256582"
"3827","ENSG00000256588"
"3828","ENSG00000256596"
"3829","ENSG00000256597"
"3830","ENSG00000256603"
"3831","ENSG00000256615"
"3832","ENSG00000256628"
"3833","ENSG00000256637"
"3834","ENSG00000256642"
"3835","ENSG00000256654"
"3836","ENSG00000256659"
"3837","ENSG00000256661"
"3838","ENSG00000256672"
"3839","ENSG00000256686"
"3840","ENSG00000256690"
"3841","ENSG00000256691"
"3842","ENSG00000256694"
"3843","ENSG00000256699"
"3844","ENSG00000256732"
"3845","ENSG00000256733"
"3846","ENSG00000256747"
"3847","ENSG00000256802"
"3848","ENSG00000256813"
"3849","ENSG00000256824"
"3850","ENSG00000256875"
"3851","ENSG00000256879"
"3852","ENSG00000256897"
"3853","ENSG00000256906"
"3854","ENSG00000256916"
"3855","ENSG00000256925"
"3856","ENSG00000256928"
"3857","ENSG00000256943"
"3858","ENSG00000256955"
"3859","ENSG00000256967"
"3860","ENSG00000256982"
"3861","ENSG00000256995"
"3862","ENSG00000257002"
"3863","ENSG00000257025"
"3864","ENSG00000257042"
"3865","ENSG00000257045"
"3866","ENSG00000257056"
"3867","ENSG00000257083"
"3868","ENSG00000257096"
"3869","ENSG00000257097"
"3870","ENSG00000257105"
"3871","ENSG00000257114"
"3872","ENSG00000257137"
"3873","ENSG00000257164"
"3874","ENSG00000257165"
"3875","ENSG00000257178"
"3876","ENSG00000257180"
"3877","ENSG00000257181"
"3878","ENSG00000257191"
"3879","ENSG00000257194"
"3880","ENSG00000257202"
"3881","ENSG00000257225"
"3882","ENSG00000257228"
"3883","ENSG00000257259"
"3884","ENSG00000257261"
"3885","ENSG00000257264"
"3886","ENSG00000257265"
"3887","ENSG00000257270"
"3888","ENSG00000257275"
"3889","ENSG00000257277"
"3890","ENSG00000257284"
"3891","ENSG00000257294"
"3892","ENSG00000257310"
"3893","ENSG00000257319"
"3894","ENSG00000257322"
"3895","ENSG00000257345"
"3896","ENSG00000257354"
"3897","ENSG00000257359"
"3898","ENSG00000257395"
"3899","ENSG00000257398"
"3900","ENSG00000257407"
"3901","ENSG00000257410"
"3902","ENSG00000257431"
"3903","ENSG00000257433"
"3904","ENSG00000257434"
"3905","ENSG00000257438"
"3906","ENSG00000257443"
"3907","ENSG00000257472"
"3908","ENSG00000257474"
"3909","ENSG00000257475"
"3910","ENSG00000257477"
"3911","ENSG00000257488"
"3912","ENSG00000257495"
"3913","ENSG00000257497"
"3914","ENSG00000257504"
"3915","ENSG00000257510"
"3916","ENSG00000257515"
"3917","ENSG00000257517"
"3918","ENSG00000257519"
"3919","ENSG00000257522"
"3920","ENSG00000257523"
"3921","ENSG00000257527"
"3922","ENSG00000257530"
"3923","ENSG00000257545"
"3924","ENSG00000257550"
"3925","ENSG00000257556"
"3926","ENSG00000257557"
"3927","ENSG00000257563"
"3928","ENSG00000257588"
"3929","ENSG00000257596"
"3930","ENSG00000257599"
"3931","ENSG00000257614"
"3932","ENSG00000257636"
"3933","ENSG00000257653"
"3934","ENSG00000257654"
"3935","ENSG00000257657"
"3936","ENSG00000257671"
"3937","ENSG00000257677"
"3938","ENSG00000257681"
"3939","ENSG00000257683"
"3940","ENSG00000257696"
"3941","ENSG00000257702"
"3942","ENSG00000257711"
"3943","ENSG00000257725"
"3944","ENSG00000257726"
"3945","ENSG00000257732"
"3946","ENSG00000257741"
"3947","ENSG00000257746"
"3948","ENSG00000257747"
"3949","ENSG00000257756"
"3950","ENSG00000257762"
"3951","ENSG00000257769"
"3952","ENSG00000257771"
"3953","ENSG00000257787"
"3954","ENSG00000257808"
"3955","ENSG00000257817"
"3956","ENSG00000257824"
"3957","ENSG00000257826"
"3958","ENSG00000257830"
"3959","ENSG00000257839"
"3960","ENSG00000257842"
"3961","ENSG00000257859"
"3962","ENSG00000257860"
"3963","ENSG00000257863"
"3964","ENSG00000257879"
"3965","ENSG00000257880"
"3966","ENSG00000257883"
"3967","ENSG00000257891"
"3968","ENSG00000257893"
"3969","ENSG00000257894"
"3970","ENSG00000257912"
"3971","ENSG00000257913"
"3972","ENSG00000257932"
"3973","ENSG00000257940"
"3974","ENSG00000257953"
"3975","ENSG00000257955"
"3976","ENSG00000257958"
"3977","ENSG00000257959"
"3978","ENSG00000257964"
"3979","ENSG00000257985"
"3980","ENSG00000257997"
"3981","ENSG00000258001"
"3982","ENSG00000258007"
"3983","ENSG00000258010"
"3984","ENSG00000258017"
"3985","ENSG00000258028"
"3986","ENSG00000258035"
"3987","ENSG00000258038"
"3988","ENSG00000258039"
"3989","ENSG00000258044"
"3990","ENSG00000258056"
"3991","ENSG00000258077"
"3992","ENSG00000258086"
"3993","ENSG00000258099"
"3994","ENSG00000258100"
"3995","ENSG00000258101"
"3996","ENSG00000258107"
"3997","ENSG00000258119"
"3998","ENSG00000258121"
"3999","ENSG00000258135"
"4000","ENSG00000258136"
"4001","ENSG00000258137"
"4002","ENSG00000258140"
"4003","ENSG00000258162"
"4004","ENSG00000258169"
"4005","ENSG00000258175"
"4006","ENSG00000258177"
"4007","ENSG00000258178"
"4008","ENSG00000258183"
"4009","ENSG00000258185"
"4010","ENSG00000258203"
"4011","ENSG00000258220"
"4012","ENSG00000258231"
"4013","ENSG00000258232"
"4014","ENSG00000258240"
"4015","ENSG00000258249"
"4016","ENSG00000258256"
"4017","ENSG00000258265"
"4018","ENSG00000258274"
"4019","ENSG00000258294"
"4020","ENSG00000258302"
"4021","ENSG00000258303"
"4022","ENSG00000258314"
"4023","ENSG00000258317"
"4024","ENSG00000258331"
"4025","ENSG00000258332"
"4026","ENSG00000258338"
"4027","ENSG00000258343"
"4028","ENSG00000258344"
"4029","ENSG00000258345"
"4030","ENSG00000258346"
"4031","ENSG00000258365"
"4032","ENSG00000258376"
"4033","ENSG00000258377"
"4034","ENSG00000258380"
"4035","ENSG00000258390"
"4036","ENSG00000258410"
"4037","ENSG00000258412"
"4038","ENSG00000258414"
"4039","ENSG00000258419"
"4040","ENSG00000258426"
"4041","ENSG00000258433"
"4042","ENSG00000258443"
"4043","ENSG00000258449"
"4044","ENSG00000258451"
"4045","ENSG00000258478"
"4046","ENSG00000258479"
"4047","ENSG00000258481"
"4048","ENSG00000258483"
"4049","ENSG00000258497"
"4050","ENSG00000258499"
"4051","ENSG00000258502"
"4052","ENSG00000258516"
"4053","ENSG00000258517"
"4054","ENSG00000258520"
"4055","ENSG00000258525"
"4056","ENSG00000258526"
"4057","ENSG00000258535"
"4058","ENSG00000258545"
"4059","ENSG00000258548"
"4060","ENSG00000258551"
"4061","ENSG00000258553"
"4062","ENSG00000258554"
"4063","ENSG00000258559"
"4064","ENSG00000258560"
"4065","ENSG00000258561"
